Users
Id,PosReinforcements,NegReinforcements,CommandCount,DateAdded,Points,PointsPerSec,StartInfoClaims,EndInfoClaims
795,25,25,0,2019-12-23 14:20:20,172.2820344,0.5,0,0
796,12,11,0,2019-12-23 19:20:57,154.6711539,0.3,0,0
797,380,378,1,2019-12-23 21:23:50,26531.3887276,7.0,0,0
798,1,1,0,2019-12-24 05:39:14,5.1029626,0.1,0,0
799,0,0,0,2019-12-24 16:19:28,3.2745938,0.1,0,0
800,2,2,0,2019-12-25 12:34:06,2.0487783,0.1,0,0
801,8,8,0,2019-12-26 00:27:13,11.6879313,0.4,0,0
802,0,0,0,2019-12-26 10:49:16,1.0,0.1,0,0
803,8,8,0,2019-12-26 15:00:48,8.4600055,0.2,0,0
804,7,7,0,2019-12-27 07:40:38,10.6219143,0.2,0,0
805,1,1,0,2019-12-27 23:18:49,1.0,0.1,0,0
806,1,1,0,2019-12-28 22:31:21,1.0,0.1,0,0
807,2,2,0,2020-01-02 14:58:00,4.1026068,0.3,0,0
808,0,0,0,2020-01-02 18:10:12,1.0,0.1,0,0
809,3,3,0,2020-01-02 22:34:19,6.9112373,0.2,0,0
810,1,1,0,2020-01-03 06:33:02,1.0,0.1,0,0
811,2,2,0,2020-01-03 13:52:40,3.44442,0.2,0,0
812,9,9,0,2020-01-04 01:49:37,24.1150203,0.4,0,0
813,0,0,0,2020-01-04 06:59:35,1.0,0.1,0,0
814,4,4,0,2020-01-04 14:46:10,7.0827469,0.1,0,0
815,4,4,0,2020-01-04 20:47:01,9.8183286,0.4,0,0
816,1,1,0,2020-01-04 21:22:54,11.8557637,0.1,0,0
817,0,0,0,2020-01-04 22:40:21,1.0,0.1,0,0
818,1,1,0,2020-01-05 02:58:30,8.8760683,0.1,0,0
819,4,4,0,2020-01-05 05:44:43,12.9507134,0.3,0,0
820,96,94,0,2020-01-05 08:31:08,2763.9149032,2.0,0,0
821,0,0,0,2020-01-05 09:10:56,23.4323329,0.1,1,0
822,0,0,0,2020-01-05 10:44:57,1.0,0.1,0,0
823,0,0,0,2020-01-05 15:07:51,1.0,0.1,0,0
824,0,0,0,2020-01-05 17:59:38,1.0,0.1,0,0
825,0,0,0,2020-01-05 21:34:11,1.0,0.1,0,0
826,0,0,0,2020-01-06 07:06:41,7.1535101,0.1,0,0
827,2,2,0,2020-01-06 19:11:48,4.0858821,0.3,0,0
828,13,13,0,2020-01-06 22:10:02,57.6057765,0.4,0,0
829,20,20,0,2020-01-07 01:59:24,31.6474315,0.3,1,0
830,1,1,0,2020-01-07 16:00:43,1.0,0.1,0,0
831,37,36,0,2020-01-07 18:40:57,424.5607627,0.9,0,0
832,3,3,0,2020-01-08 03:58:33,5.1646701,0.1,0,0
833,2,2,0,2020-01-08 19:14:24,26.1231067,0.3,1,0
834,76,76,0,2020-01-08 19:44:16,1806.6308438,2.1,0,0
835,0,0,0,2020-01-09 03:48:30,1.0,0.1,0,0
836,0,0,0,2020-01-09 08:44:17,1.0,0.1,0,0
837,0,0,0,2020-01-09 11:04:04,1.0,0.1,0,0
838,0,0,0,2020-01-09 11:04:23,1.0,0.1,0,0
839,5,5,0,2020-01-09 12:28:13,8.2409167,0.1,0,0
840,114,113,3,2020-01-09 17:41:51,2857.4491925,4.9,0,0
841,0,0,0,2020-01-09 19:50:42,1.0,0.1,0,0
842,0,0,0,2020-01-10 02:02:14,1.0,0.1,0,0
843,1,1,0,2020-01-10 06:47:38,1.0,0.2,0,0
844,0,0,0,2020-01-10 09:34:18,1.0,0.1,0,0
845,0,0,0,2020-01-10 09:34:24,1.0,0.1,0,0
846,0,0,0,2020-01-10 13:04:17,4.0806783,0.1,0,0
847,559,557,2,2020-01-10 15:45:47,49998.3466599,14.4,0,0
848,15,15,0,2020-01-10 22:00:04,25.632997,0.1,0,0
849,1,1,0,2020-01-11 14:07:18,2.7516129,0.1,0,0
850,1,1,0,2020-01-11 18:04:26,8.201867,0.1,0,0
851,12,12,0,2020-01-11 19:27:04,65.9011423,0.6,0,0
852,2,2,0,2020-01-11 20:57:06,7.5285239,0.1,0,0
853,2,2,0,2020-01-11 21:28:35,4.3826227,0.1,0,0
854,97,97,2,2020-01-12 00:37:03,1561.5446867,3.0,0,0
855,0,0,0,2020-01-12 00:54:27,1.0,0.1,0,0
856,10,10,0,2020-01-12 02:45:11,54.9733663,0.5,0,0
857,4,4,0,2020-01-12 10:28:21,6.7741421,0.3,0,0
858,0,0,0,2020-01-12 13:04:19,5.0015803,0.1,0,0
859,0,0,0,2020-01-12 14:33:52,1.0,0.1,0,0
860,1,1,0,2020-01-12 16:41:59,1.0,0.1,0,0
861,1,1,0,2020-01-12 18:23:41,1.0,0.2,0,0
862,2,2,0,2020-01-12 21:55:10,5.7508234,0.2,0,0
863,1,1,0,2020-01-13 16:49:10,1.0,0.1,0,0
864,151,150,3,2020-01-13 17:11:33,5038.5096128,5.1,0,0
865,1,1,0,2020-01-13 21:28:59,1.0,0.1,0,0
866,18,18,0,2020-01-14 00:16:28,106.8665818,0.3,0,0
867,4,4,0,2020-01-14 15:07:11,13.1326632,0.3,0,0
868,2,2,0,2020-01-14 19:14:39,4.0614757,0.2,0,0
869,156,156,2,2020-01-14 20:37:39,4394.8708381,2.6,0,0
870,5,5,0,2020-01-15 10:44:22,8.265089,0.1,0,0
871,0,0,0,2020-01-15 14:04:54,1.0,0.1,0,0
872,5,5,0,2020-01-15 14:39:08,13.6694211,0.1,0,0
873,2,2,0,2020-01-15 16:10:13,11.3906897,0.1,0,0
874,8,8,0,2020-01-15 19:28:54,32.4539019,0.3,0,0
875,38,38,0,2020-01-15 19:50:24,536.0520216,1.5,1,0
876,12,12,0,2020-01-16 14:37:04,53.1927572,0.3,0,0
877,10,10,0,2020-01-16 15:30:52,80.7512154,0.6,0,0
878,0,0,0,2020-01-17 11:20:47,1.0,0.1,0,0
879,23,23,0,2020-01-17 11:34:45,120.3052249,0.5,0,0
880,7,7,0,2020-01-17 22:49:58,16.4201577,0.3,0,0
881,0,0,0,2020-01-18 08:37:01,14.1089813,0.1,0,0
882,128,127,1,2020-01-18 09:10:08,2686.4237453,2.9,0,0
883,17,17,0,2020-01-18 10:36:34,60.976716,0.4,0,0
884,5,5,0,2020-01-18 18:31:20,4.9869797,0.2,0,0
885,5,5,0,2020-01-18 20:20:45,7.3944485,0.2,0,0
886,2,2,0,2020-01-19 04:35:23,1.163417,0.1,0,0
887,7,6,0,2020-01-19 10:00:16,9.4502613,0.1,0,0
888,1,1,0,2020-01-19 11:15:53,1.0,0.1,0,0
889,35,32,0,2020-01-19 13:18:48,145.5754819,0.6,0,0
890,3,3,0,2020-01-19 14:03:45,12.0087303,0.2,0,0
891,11,11,0,2020-01-20 00:19:32,41.8208129,0.3,0,0
892,3,2,0,2020-01-20 00:55:04,17.9498363,0.2,0,0
893,0,0,0,2020-01-20 06:33:47,1.0,0.1,0,0
894,0,0,0,2020-01-20 10:23:28,1.0,0.1,0,0
895,5,3,0,2020-01-20 14:17:46,6.6295602,0.1,0,0
896,1,1,0,2020-01-20 16:27:57,13.7975628,0.2,0,0
897,0,0,0,2020-01-21 09:39:34,1.0,0.1,0,0
898,2,2,0,2020-01-21 21:38:12,13.1157717,0.3,0,0
899,1,1,0,2020-01-22 03:41:46,1.0,0.1,0,0
900,2,2,0,2020-01-22 03:42:08,1.7970086,0.1,0,0
901,0,0,0,2020-01-22 08:52:32,1.0,0.1,0,0
902,0,0,0,2020-01-22 08:52:35,1.0,0.1,0,0
903,5,4,0,2020-01-22 11:23:52,8.6377336,0.2,0,0
904,26,26,0,2020-01-22 11:36:30,283.326484,0.9,0,0
905,2,2,0,2020-01-22 18:50:13,4.220194,0.3,0,0
906,0,0,0,2020-01-23 09:27:23,1.0,0.1,0,0
907,0,0,0,2020-01-23 09:40:27,1.0,0.1,0,0
908,7,7,0,2020-01-23 17:24:28,26.0734161,0.3,0,0
909,0,0,0,2020-01-24 10:13:14,1.0,0.1,0,0
910,0,0,0,2020-01-24 14:58:04,1.0,0.1,0,0
911,68,65,3,2020-01-24 23:34:00,1546.8502722,2.7,0,0
912,34,33,0,2020-01-25 03:23:10,351.1956561,1.0,0,0
913,7,7,0,2020-01-25 04:31:28,88.8957919,0.2,1,1
914,202,202,0,2020-01-25 17:43:46,5336.5013994,3.0,0,0
915,0,0,0,2020-01-25 20:28:46,1.0,0.1,0,0
916,153,152,0,2020-01-26 09:43:09,2635.5576773,1.5,1,0
917,12,12,0,2020-01-26 14:11:30,47.656637,0.5,0,0
918,3,3,0,2020-01-26 21:58:28,4.488423,0.2,0,0
919,19,19,0,2020-01-27 02:36:15,99.4706402,0.6,0,0
920,11,11,0,2020-01-27 06:38:52,25.8047236,0.1,0,0
921,0,0,0,2020-01-27 07:09:28,1.0,0.1,0,0
922,3,3,0,2020-01-28 03:07:40,3.2608955,0.1,0,0
923,2,2,0,2020-01-28 05:43:49,8.8096712,0.1,0,0
924,23,23,0,2020-01-28 09:23:14,102.1271957,0.5,0,0
925,7,7,0,2020-01-28 10:18:14,3.0509177,0.1,0,0
926,2,2,0,2020-01-28 17:29:04,7.8387314,0.3,0,0
927,5,5,0,2020-01-28 23:32:26,4.5059715,0.1,0,0
928,0,0,0,2020-01-29 16:41:50,3.6497763,0.1,0,0
929,2,2,0,2020-01-29 19:35:57,10.7285934,0.2,0,0
930,4,3,0,2020-01-30 03:12:07,5.7373958,0.1,0,0
931,2,2,0,2020-01-30 04:16:13,3.6498252,0.3,0,0
932,2,2,6,2020-01-30 13:26:34,53.824148,1.4,1,0
933,22,22,0,2020-01-30 14:01:58,58.526132,0.3,0,0
934,29,29,0,2020-01-30 16:14:32,378.5072418,1.0,0,0
935,0,0,0,2020-01-30 17:31:06,19.6850728,0.1,0,0
936,36,36,1,2020-01-30 21:38:55,599.7537262,1.0,0,0
937,44,43,0,2020-01-31 06:55:00,513.1438877,0.7,0,0
938,2,2,0,2020-01-31 14:32:46,8.8834942,0.2,0,0
939,11,11,0,2020-01-31 21:12:32,26.1808284,0.3,0,0
940,3,3,0,2020-01-31 23:13:06,4.1862769,0.2,0,0
941,3,3,0,2020-01-31 23:39:14,3.9240795,0.1,0,0
942,13,13,0,2020-02-01 01:18:10,183.5153281,0.4,0,0
943,0,0,0,2020-02-01 07:01:29,2.8618993,0.1,0,0
944,1,1,0,2020-02-01 08:33:53,4.0773706,0.1,0,0
945,3,3,0,2020-02-01 14:40:55,3.8678864,0.1,0,0
946,166,166,0,2020-02-01 16:16:02,3434.1301893,4.7,0,0
947,73,73,0,2020-02-01 23:23:05,2431.8476636,2.5,0,0
948,4,4,0,2020-02-02 15:46:11,22.8600526,0.3,0,0
949,0,0,0,2020-02-02 17:22:45,1.0,0.1,0,0
950,72,71,1,2020-02-02 19:34:14,4990.2017722,2.4,0,0
951,1,1,0,2020-02-03 01:32:31,1.0,0.2,0,0
952,0,0,0,2020-02-03 14:26:34,1.0,0.1,0,0
953,14,14,0,2020-02-03 15:00:24,81.8550746,0.5,0,0
954,0,0,0,2020-02-03 16:12:42,1.0,0.1,0,0
955,6,6,0,2020-02-03 16:41:33,10.0713348,0.1,0,0
956,0,0,0,2020-02-03 16:49:25,1.0,0.1,0,0
957,0,0,0,2020-02-04 03:39:04,7.5586178,0.1,0,0
958,1,1,0,2020-02-04 04:31:43,4.2771635,0.1,0,0
959,460,454,10,2020-02-04 09:58:09,34687.7567418,11.7,0,0
960,1,1,0,2020-02-04 12:29:38,1.9406792,0.1,0,0
961,9,9,0,2020-02-04 13:07:31,71.2638,0.7,0,0
962,7,7,0,2020-02-04 19:00:55,35.482683,0.5,0,0
963,2,2,0,2020-02-04 22:15:39,2.5246442,0.2,0,0
964,6,6,0,2020-02-05 01:21:32,44.0682637,0.2,0,0
965,2,2,0,2020-02-06 07:42:19,0.9964748,0.3,0,0
966,3,3,0,2020-02-06 14:54:52,5.0624614,0.3,0,0
967,0,0,0,2020-02-06 18:26:37,1.0,0.1,0,0
968,3,3,0,2020-02-06 18:38:49,2.9966458,0.1,0,0
969,2,2,0,2020-02-07 08:15:09,18.3600363,0.3,0,0
970,2,2,0,2020-02-07 11:34:55,8.0819575,0.1,0,0
971,0,0,0,2020-02-07 13:15:27,1.0,0.1,0,0
972,1,1,0,2020-02-07 13:47:55,1.0,0.1,0,0
973,1,1,0,2020-02-07 15:15:41,1.0,0.1,0,0
974,0,0,0,2020-02-07 15:43:02,1.0,0.1,0,0
975,2,2,0,2020-02-07 19:46:45,8.425733,0.2,0,0
976,13,13,0,2020-02-08 13:48:23,258.614087,0.8,0,0
977,5,5,0,2020-02-09 03:33:24,10.2364309,0.1,0,0
978,0,0,0,2020-02-09 09:07:00,1.0,0.1,0,0
979,0,0,0,2020-02-09 10:50:48,1.0,0.1,0,0
980,25,25,2,2020-02-09 13:29:27,27.9048415,0.7,0,0
981,6,6,0,2020-02-09 17:48:52,18.7013089,0.2,0,0
982,1,1,0,2020-02-10 00:05:52,1.0,0.1,0,0
983,119,117,11,2020-02-11 04:19:52,12866.6986889,8.2,0,0
984,48,46,1,2020-02-11 04:30:12,4526.0658261,4.4,0,0
985,0,0,0,2020-02-11 05:45:40,1.0,0.1,0,0
986,4,4,0,2020-02-11 12:10:35,4.6769457,0.4,0,0
987,5,5,0,2020-02-11 20:46:45,18.4535384,0.4,1,0
988,9,9,0,2020-02-12 02:54:59,15.8835537,0.2,0,0
989,0,0,0,2020-02-13 06:00:14,1.0,0.1,0,0
990,0,0,0,2020-02-13 07:04:19,1.0,0.1,0,0
991,1,1,0,2020-02-13 11:58:17,3.1782481,0.1,0,0
992,0,0,0,2020-02-13 18:10:59,1.0,0.1,0,0
993,1,1,0,2020-02-14 02:26:14,8.5719326,0.2,0,0
994,18,18,1,2020-02-14 08:24:38,11.2820758,0.5,0,0
995,106,104,1,2020-02-14 10:06:47,1199.4027277,1.6,0,0
996,0,0,0,2020-02-14 20:07:36,3.0128579,0.1,0,0
997,0,0,0,2020-02-14 20:35:50,1.0,0.1,0,0
998,3,3,0,2020-02-19 04:33:50,12.1576242,0.3,0,0
999,0,0,0,2020-02-19 10:02:09,1.0,0.1,0,0
1000,2,2,0,2020-02-19 12:26:50,5.2109315,0.2,0,0
1001,0,0,0,2020-02-19 12:29:48,1.0,0.1,0,0
1002,2,2,0,2020-02-19 14:17:00,3.5096153,0.2,0,0
1003,3,3,0,2020-02-19 18:41:10,10.8690028,0.3,0,0
1004,6,6,1,2020-02-20 13:12:35,66.7253453,0.6,0,0
1005,0,0,0,2020-02-20 13:31:34,3.6700987,0.1,0,0
1006,2,2,0,2020-02-20 15:06:50,3.6341437,0.2,0,0
1007,4,4,0,2020-02-20 20:29:40,33.8819953,0.3,0,0
1008,0,0,0,2020-02-20 22:38:33,3.404221,0.1,0,0
1009,1,1,0,2020-02-20 23:59:54,1.0,0.1,0,0
1010,1,1,0,2020-02-21 13:23:04,1.0,0.2,0,0
1011,16,15,2,2020-02-21 13:41:04,286.7916163,0.6,0,0
1012,5,5,0,2020-02-22 11:04:36,7.4310717,0.3,0,0
1013,3,3,0,2020-02-22 21:53:18,12.799821,0.2,0,0
1014,0,0,0,2020-02-23 00:15:58,1.0,0.1,0,0
1015,0,0,0,2020-02-23 08:10:29,2.6837501,0.1,0,0
1016,0,0,0,2020-02-23 09:20:32,17.03744,0.1,0,0
1017,2,2,0,2020-02-23 17:37:08,14.063472,0.2,0,0
1018,817,811,7,2020-02-23 18:47:13,49488.9099285999,11.1,0,0
1019,100,100,3,2020-02-24 11:28:58,4007.4366463,3.0,0,0
1020,2,2,0,2020-02-25 19:18:18,4.0519298,0.2,0,0
1021,1,1,0,2020-02-25 19:28:43,1.0,0.1,0,0
1022,1,1,0,2020-02-26 04:01:53,4.4996266,0.2,0,0
1023,7,6,0,2020-02-26 04:43:07,69.8058938,0.4,0,0
1024,1,1,0,2020-02-26 07:19:19,1.0,0.1,0,0
1025,2,2,0,2020-02-26 10:42:36,2.2939225,0.1,0,0
1026,0,0,0,2020-02-27 04:30:42,7.5241796,0.1,0,0
1027,3,3,0,2020-02-27 11:36:46,19.5243276,0.2,0,0
1028,1,1,0,2020-02-27 12:51:20,4.0793022,0.1,0,0
1029,0,0,0,2020-02-27 13:15:07,1.0,0.1,0,0
1030,0,0,0,2020-02-27 15:30:15,7.052574,0.1,0,0
1031,3,3,0,2020-02-28 18:46:42,13.2645754,0.2,0,0
1032,97,96,0,2020-02-29 13:54:27,5126.5226243,4.2,0,0
1033,97,96,8,2020-02-29 14:16:21,2177.1807637,2.7,0,0
1034,1,1,0,2020-03-01 11:10:17,5.5246589,0.1,0,0
1035,6,5,0,2020-03-01 21:08:02,27.3853297,0.3,0,0
1036,8,8,0,2020-03-02 22:49:36,44.4315321,0.2,0,0
1037,1,1,0,2020-03-03 02:53:18,1.0,0.1,0,0
1038,2,2,0,2020-03-05 12:06:42,1.9508467,0.1,0,0
1039,25,25,2,2020-03-05 15:58:55,437.9658793,1.3,0,0
1040,11,11,0,2020-03-05 22:08:30,127.0171111,0.8,0,0
1041,7,6,0,2020-03-07 08:22:26,25.764257,0.2,0,0
1042,0,0,0,2020-03-07 09:05:50,1.0,0.1,0,0
1043,1,1,0,2020-03-07 11:41:35,8.7385492,0.2,0,0
1044,2,2,0,2020-03-08 23:37:00,5.0962362,0.2,0,0
1045,0,0,0,2020-03-09 09:08:15,1.0,0.1,0,0
1046,0,0,0,2020-03-09 20:20:21,11.3562435,0.1,0,0
1047,0,0,0,2020-03-09 22:18:31,1.0,0.1,0,0
1048,2,2,0,2020-03-09 22:34:01,2.9322455,0.2,0,0
1049,15,14,0,2020-03-10 06:29:40,216.9210422,0.7,0,0
1050,8,8,0,2020-03-10 16:17:27,48.062372,0.6,0,0
1051,4,4,0,2020-03-10 22:27:50,19.9080827,0.1,0,0
1052,0,0,0,2020-03-11 15:07:47,1.0,0.1,0,0
1053,2,2,0,2020-03-11 17:54:45,89.5437412,0.2,0,0
1054,1,1,0,2020-03-11 18:42:58,2.5926682,0.1,0,0
1055,0,0,0,2020-03-11 19:33:04,1.0,0.1,0,0
1056,1,1,0,2020-03-12 18:58:36,4.4155975,0.2,0,0
1057,2,2,0,2020-03-13 00:49:24,6.558692,0.3,0,0
