



































































































3 of 10 bots unlocked.
2 of 10 environments unlocked.



         432134 function calls (423152 primitive calls) in 14.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 patches.py:1854(_simpleprint_styles)
        7    0.000    0.000    0.000    0.000 transforms.py:1729(__array__)
        1    0.000    0.000    0.000    0.000 ticker.py:481(ScalarFormatter)
        4    0.000    0.000    0.000    0.000 ticker.py:1547(__call__)
        1    0.000    0.000    0.000    0.000 afm.py:390(AFM)
        2    0.000    0.000    0.000    0.000 gridspec.py:413(__init__)
        6    0.000    0.000    0.000    0.000 gridspec.py:515(__hash__)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:101(get_active)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1022(get_hatch_path)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1298(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        2    0.000    0.000    0.000    0.000 figure.py:1021(fixitems)
        2    0.000    0.000    0.000    0.000 figure.py:1966(add_axobserver)
        1    0.000    0.000    0.000    0.000 rrule.py:1409(_rrulestr)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:263(tzrangebase)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:131(_process_plot_var_args)
        5    0.000    0.000    0.000    0.000 _base.py:3276(get_xscale)
        1    0.000    0.000    0.000    0.000 axis.py:34(<listcomp>)
       44    0.000    0.000    0.000    0.000 axis.py:365(<dictcomp>)
       44    0.000    0.000    0.000    0.000 axis.py:387(<dictcomp>)
        2    0.000    0.000    0.000    0.000 axis.py:2476(get_view_interval)
       48    0.000    0.000    0.000    0.000 scale.py:60(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:372(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 body.py:9(BODY)
        1    0.000    0.000    0.000    0.000 node.py:10(NODE)
        1    0.000    0.000    0.000    0.000 brain.py:26(Get_Hidden_Neuron_Tau)
        1    0.000    0.000    0.000    0.000 neurons.py:8(NEURONS)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:634(_load_backward_compatible)
        4    0.000    0.000    0.000    0.000 os.py:755(decode)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.promote_types}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:565(obj2sctype)
        1    0.000    0.000    0.000    0.000 getlimits.py:92(_str_epsneg)
       15    0.000    0.000    0.000    0.000 pathlib.py:1001(_init)
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 __init__.py:643(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:281(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1070(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1139(_StderrHandler)
        3    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1811(HermiteE)
        1    0.000    0.000    0.000    0.000 simulation.py:12(SIMULATION)
        1    0.000    0.000    0.000    0.000 subprocess.py:1724(_save_input)
        1    0.000    0.000    0.000    0.000 test.py:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:308(__init__)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 client.py:779(HTTPConnection)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:284(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:501(validate_ps_distiller)
       11    0.000    0.000    0.000    0.000 rcsetup.py:661(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3081(parseImpl)
       46    0.000    0.000    0.000    0.000 artist.py:792(get_rasterized)
        4    0.000    0.000    0.000    0.000 docstring.py:35(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1865(Affine2D)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
        2    0.000    0.000    0.000    0.000 gridspec.py:305(<dictcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2522(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 legend_handler.py:440(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:93(rrulebase)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
       16    0.000    0.000    0.000    0.000 axis.py:1443(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:1790(XAxis)
       20    0.000    0.000    0.000    0.000 database.py:584(From_Robot_Record_Get_Color_Index)
        1    0.000    0.000    0.000    0.000 robot.py:8(ROBOT)
        1    0.000    0.000    0.000    0.000 neurons.py:43(Get_Hidden_Neuron_Tau)
       66    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 re.py:252(escape)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
       16    0.000    0.000    0.000    0.000 population.py:80(Defender_Is_Same_As_Aggressor)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 pathlib.py:381(_NormalAccessor)
        3    0.000    0.000    0.000    0.000 pathlib.py:657(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:420(PercentStyle)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        3    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:894(_set_tstate_lock)
        3    0.000    0.000    0.000    0.000 {built-in method _graphviz.agattr}
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        2    0.000    0.000    0.000    0.000 environment.py:74(Get_Index)
        3    0.000    0.000    0.000    0.000 command.py:30(Get_String)
        2    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 request.py:2108(FancyURLopener)
        1    0.000    0.000    0.000    0.000 client.py:217(HTTPResponse)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        2    0.000    0.000    0.000    0.000 __init__.py:714(remove)
        1    0.000    0.000    0.000    0.000 __init__.py:629(Stack)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        5    0.000    0.000    0.000    0.000 rcsetup.py:324(<listcomp>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:484(update_savefig_format)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        2    0.000    0.000    0.000    0.000 pyparsing.py:678(<listcomp>)
       24    0.000    0.000    0.000    0.000 patches.py:1816(<genexpr>)
        8    0.000    0.000    0.000    0.000 artist.py:508(get_gid)
        8    0.000    0.000    0.000    0.000 artist.py:620(get_path_effects)
        1    0.000    0.000    0.000    0.000 transforms.py:1718(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1833(transform_point)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
        3    0.000    0.000    0.000    0.000 transforms.py:2447(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 transforms.py:2344(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 contour.py:738(ContourSet)
        3    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 text.py:857(get_position)
        1    0.000    0.000    0.000    0.000 text.py:1280(TextWithDash)
        1    0.000    0.000    0.000    0.000 mathtext.py:746(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 gridspec.py:30(GridSpecBase)
        1    0.000    0.000    0.000    0.000 image.py:781(AxesImage)
        7    0.000    0.000    0.000    0.000 backend_bases.py:895(set_antialiased)
        7    0.000    0.000    0.000    0.000 backend_bases.py:979(set_linewidth)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1096(TimerBase)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1329(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:35(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:147(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:958(ToolPan)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 widgets.py:1440(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:2538(PolygonSelector)
        1    0.000    0.000    0.000    0.000 _subplots.py:11(SubplotBase)
        1    0.000    0.000    0.000    0.000 dates.py:1136(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 table.py:145(CustomCell)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _base.py:3666(get_yscale)
        1    0.000    0.000    0.000    0.000 axis.py:404(XTick)
        1    0.000    0.000    0.000    0.000 messageToCrowd.py:3(MESSAGE_TO_CROWD)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        2    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 re.py:313(filter)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1082(tzinfo)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
        1    0.000    0.000    0.000    0.000 pathlib.py:125(<setcomp>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        1    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
        1    0.000    0.000    0.000    0.000 getlimits.py:104(_str_resolution)
        1    0.000    0.000    0.000    0.000 argparse.py:1600(ArgumentParser)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 function_base.py:1760(vectorize)
        1    0.000    0.000    0.000    0.000 __init__.py:444(StringTemplateStyle)
       10    0.000    0.000    0.000    0.000 case.py:1333(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1355(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 difflib.py:1707(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:685(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:722(Filterer)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        3    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
        3    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 {built-in method _graphviz.AGRAPH_swigconstant}
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
