



































































































3 of 10 bots unlocked.
2 of 10 environments unlocked.



         432134 function calls (423152 primitive calls) in 14.181 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        2    0.000    0.000    0.000    0.000 os.py:687(__delitem__)
       14    0.000    0.000    0.000    0.000 enum.py:886(_power_of_two)
       44    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       16    0.000    0.000    0.000    0.000 pathlib.py:281(splitroot)
        6    0.000    0.000    0.000    0.000 _methods.py:26(_amax)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       22    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        2    0.000    0.000    0.000    0.000 pathlib.py:678(_make_child)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 histograms.py:3(<module>)
       24    0.000    0.000    0.000    0.000 pyrosim.py:237(get_group_id)
        1    0.000    0.000    0.000    0.000 pyrosim.py:350(send_box)
        1    0.000    0.000    0.000    0.000 pyrosim.py:30(Simulator)
        6    0.000    0.000    0.000    0.000 patches.py:205(get_patch_transform)
        1    0.000    0.000    0.000    0.000 patches.py:1172(FancyArrow)
       88    0.000    0.000    0.000    0.000 docstring.py:115(copy_dedent)
       82    0.000    0.000    0.000    0.000 transforms.py:1908(get_matrix)
       44    0.000    0.000    0.000    0.000 markers.py:335(_set_nothing)
        1    0.000    0.000    0.000    0.000 pyplot.py:1801(colormaps)
       15    0.000    0.000    0.000    0.000 pyplot.py:2358(_autogen_docstring)
        1    0.000    0.000    0.000    0.000 collections.py:912(PolyCollection)
        4    0.000    0.000    0.000    0.000 figure.py:997(set_frameon)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        2    0.000    0.000    0.000    0.000 backend_agg.py:103(_update_methods)
       21    0.000    0.000    0.000    0.000 database.py:581(From_Robot_Record_Get_ID)
        1    0.000    0.000    0.000    0.000 speech.py:1(<module>)
        2    0.000    0.000    0.000    0.000 raySensor.py:26(Send_To_Simulator)
       35    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       44    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       51    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
        2    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        2    0.000    0.000    0.000    0.000 twodim_base.py:25(_min_int)
        1    0.000    0.000    0.000    0.000 __init__.py:842(createLock)
        2    0.000    0.000    0.000    0.000 subprocess.py:1520(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 environment5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment6.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment9.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:372(Purpose)
        4    0.000    0.000    0.000    0.000 __init__.py:664(push)
        1    0.000    0.000    0.000    0.000 __init__.py:1769(Locked)
        7    0.000    0.000    0.000    0.000 rcsetup.py:249(validate_backend)
       95    0.000    0.000    0.000    0.000 pyparsing.py:213(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:734(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:995(set)
        1    0.000    0.000    0.000    0.000 transforms.py:752(Bbox)
       33    0.000    0.000    0.000    0.000 cm.py:40(_reverser)
        1    0.000    0.000    0.000    0.000 collections.py:886(PathCollection)
        8    0.000    0.000    0.000    0.000 backend_bases.py:2972(update)
        1    0.000    0.000    0.000    0.000 core.py:218(reload_library)
        4    0.000    0.000    0.000    0.000 figure.py:88(get)
        2    0.000    0.000    0.000    0.000 __init__.py:18(_get_running_interactive_framework)
        1    0.000    0.000    0.000    0.000 rrule.py:1300(rruleset)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 _common.py:145(_tzinfo)
       88    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:369(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
       21    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        8    0.000    0.000    0.000    0.000 core.py:599(filled)
        2    0.000    0.000    0.000    0.000 pyrosim.py:1165(send_ray_sensor)
        1    0.000    0.000    0.000    0.000 environment3.py:1(<module>)
       44    0.000    0.000    0.000    0.000 __init__.py:1589(<lambda>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:516(haskeys)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1517(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3127(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:625(Rectangle)
        2    0.000    0.000    0.000    0.000 transforms.py:350(xmax)
        2    0.000    0.000    0.000    0.000 transforms.py:735(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1697(close_event)
        2    0.000    0.000    0.000    0.000 __init__.py:48(get_projection_class)
        3    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        1    0.000    0.000    0.000    0.000 __init__.py:42(__getattr__)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.unravel_index}
        5    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        9    0.000    0.000    0.000    0.000 pathlib.py:667(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        3    0.000    0.000    0.000    0.000 linalg.py:141(_commonType)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:379(SSLContext)
        5    0.000    0.000    0.000    0.000 rcsetup.py:312(__call__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:921(validate_webagg_address)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3434(And)
       14    0.000    0.000    0.000    0.000 patches.py:449(set_hatch)
        1    0.000    0.000    0.000    0.000 patches.py:794(RegularPolygon)
        8    0.000    0.000    0.000    0.000 transforms.py:378(intervalx)
        6    0.000    0.000    0.000    0.000 transforms.py:2204(transform_non_affine)
       48    0.000    0.000    0.000    0.000 ticker.py:541(set_useMathText)
        2    0.000    0.000    0.000    0.000 ticker.py:1538(__init__)
        2    0.000    0.000    0.000    0.000 text.py:52(get_rotation)
        1    0.000    0.000    0.000    0.000 text.py:1068(set_fontsize)
        3    0.000    0.000    0.000    0.000 textpath.py:32(__init__)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:111(set_active)
        1    0.000    0.000    0.000    0.000 core.py:157(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:164(update_user_library)
        2    0.000    0.000    0.000    0.000 figure.py:109(remove)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:827(get_position)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
       30    0.000    0.000    0.000    0.000 database.py:545(From_Evaluation_Record_Get_RobotId)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
       65    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       16    0.000    0.000    0.000    0.000 functools.py:445(lru_cache)
       50    0.000    0.000    0.000    0.000 enum.py:602(name)
        1    0.000    0.000    0.000    0.000 sre_parse.py:951(parse_template)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       10    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1067(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
        8    0.000    0.000    0.000    0.000 core.py:2551(_arraymethod)
        2    0.000    0.000    0.000    0.000 core.py:2905(_update_from)
        1    0.000    0.000    0.000    0.000 pyrosim.py:147(create_collision_matrix)
        1    0.000    0.000    0.000    0.000 environment1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 environment4.py:1(<module>)
        7    0.000    0.000    0.000    0.000 agraph.py:30(is_string_like)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
       15    0.000    0.000    0.000    0.000 rcsetup.py:291(<listcomp>)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2074(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 transforms.py:1492(get_matrix)
        1    0.000    0.000    0.000    0.000 transforms.py:2734(get_matrix)
       15    0.000    0.000    0.000    0.000 text.py:532(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 mathtext.py:3204(MathTextParser)
       50    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        1    0.000    0.000    0.000    0.000 datetime.py:1489(datetime)
       21    0.000    0.000    0.000    0.000 __init__.py:727(__init__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        1    0.000    0.000    0.000    0.000 environment8.py:1(<module>)
       10    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1376(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1595(enablePackrat)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3265(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1407(Ellipse)
        1    0.000    0.000    0.000    0.000 collections.py:1544(CircleCollection)
        5    0.000    0.000    0.000    0.000 mathtext.py:3227(__init__)
        2    0.000    0.000    0.000    0.000 gridspec.py:36(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:20(__deprecated_private_func)
        4    0.000    0.000    0.000    0.000 _base.py:3007(set_axis_on)
        6    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       32    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
       42    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 threading.py:968(_stop)
        3    0.000    0.000    0.000    0.000 linalg.py:108(_makearray)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        4    0.000    0.000    0.000    0.000 __init__.py:2021(__init__)
       18    0.000    0.000    0.000    0.000 deprecation.py:189(finalize)
      2/1    0.000    0.000    0.000    0.000 deprecation.py:248(wrapper)
        1    0.000    0.000    0.000    0.000 patches.py:911(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1274(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2687(_Base)
        6    0.000    0.000    0.000    0.000 transforms.py:327(p1)
        2    0.000    0.000    0.000    0.000 transforms.py:2682(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:979(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1780(QuadMesh)
        8    0.000    0.000    0.000    0.000 backend_bases.py:879(set_alpha)
       16    0.000    0.000    0.000    0.000 backend_bases.py:953(set_foreground)
        7    0.000    0.000    0.000    0.000 legend_handler.py:134(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:1037(fixlist)
        1    0.000    0.000    0.000    0.000 quiver.py:890(Barbs)
        1    0.000    0.000    0.000    0.000 table.py:32(Cell)
        1    0.000    0.000    0.000    0.000 _base.py:4251(get_children)
       44    0.000    0.000    0.000    0.000 axis.py:170(<dictcomp>)
       44    0.000    0.000    0.000    0.000 axis.py:376(<dictcomp>)
       36    0.000    0.000    0.000    0.000 axis.py:1482(_update_axisinfo)
        4    0.000    0.000    0.000    0.000 scale.py:592(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'cursor' of 'sqlite3.Connection' objects}
        1    0.000    0.000    0.000    0.000 robot.py:136(Set_Hidden_Neuron_State)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       10    0.000    0.000    0.000    0.000 enum.py:834(_high_bit)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        2    0.000    0.000    0.000    0.000 datetime.py:1177(__new__)
        2    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1577(nonzero)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 pathlib.py:807(with_name)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:468(Formatter)
        1    0.000    0.000    0.000    0.000 case.py:398(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1326(Logger)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        4    0.000    0.000    0.000    0.000 threading.py:1206(current_thread)
       23    0.000    0.000    0.000    0.000 pyrosim.py:1469(_assert_color)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 shlex.py:21(__init__)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
       14    0.000    0.000    0.000    0.000 __init__.py:84(__hash__)
        2    0.000    0.000    0.000    0.000 __init__.py:694(bubble)
        2    0.000    0.000    0.000    0.000 __init__.py:1917(method)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
       24    0.000    0.000    0.000    0.000 patches.py:1820(<genexpr>)
        7    0.000    0.000    0.000    0.000 artist.py:522(get_snap)
       46    0.000    0.000    0.000    0.000 artist.py:811(get_agg_filter)
        2    0.000    0.000    0.000    0.000 pyplot.py:586(get_fignums)
        1    0.000    0.000    0.000    0.000 text.py:1085(set_fontweight)
        1    0.000    0.000    0.000    0.000 mathtext.py:634(BakomaFonts)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        4    0.000    0.000    0.000    0.000 axis.py:2117(get_minpos)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       36    0.000    0.000    0.000    0.000 {built-in method math.pow}
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        4    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 pathlib.py:595(PurePath)
        1    0.000    0.000    0.000    0.000 __init__.py:513(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:246(_register_at_fork_acquire_release)
        3    0.000    0.000    0.000    0.000 linalg.py:211(_assertNdSquareness)
        1    0.000    0.000    0.000    0.000 subprocess.py:602(Popen)
        2    0.000    0.000    0.000    0.000 __init__.py:1404(get_backend)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3217(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:561(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:1014(Wedge)
        8    0.000    0.000    0.000    0.000 transforms.py:404(height)
        2    0.000    0.000    0.000    0.000 pyplot.py:572(gcf)
        1    0.000    0.000    0.000    0.000 colorbar.py:307(ColorbarBase)
        6    0.000    0.000    0.000    0.000 backend_bases.py:1269(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:538(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 polar.py:833(PolarAxes)
        1    0.000    0.000    0.000    0.000 brain.py:40(Set_Hidden_Neuron_State)
        3    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
       27    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       63    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       16    0.000    0.000    0.000    0.000 enum.py:359(__members__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:1152(time)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1814(Hermite)
        1    0.000    0.000    0.000    0.000 inspect.py:2433(Parameter)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:784(SSLSocket)
        6    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        5    0.000    0.000    0.000    0.000 rcsetup.py:890(validate_hist_bins)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2773(charsAsStr)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3994(__str__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4978(tokenMap)
        1    0.000    0.000    0.000    0.000 patches.py:880(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:1490(Circle)
       29    0.000    0.000    0.000    0.000 artist.py:724(get_visible)
        8    0.000    0.000    0.000    0.000 artist.py:782(_set_gc_clip)
        2    0.000    0.000    0.000    0.000 artist.py:927(set_label)
        1    0.000    0.000    0.000    0.000 collections.py:837(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 dviread.py:766(PsfontsMap)
        1    0.000    0.000    0.000    0.000 mathtext.py:1060(StandardPsFonts)
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:553(__init__)
        4    0.000    0.000    0.000    0.000 figure.py:162(__call__)
       27    0.000    0.000    0.000    0.000 figure.py:457(_get_dpi)
        3    0.000    0.000    0.000    0.000 figure.py:930(get_facecolor)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        4    0.000    0.000    0.000    0.000 axis.py:970(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:62(RendererAgg)
       20    0.000    0.000    0.000    0.000 database.py:602(From_Robot_Record_Get_Locked_Status)
       15    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       74    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       26    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
       53    0.000    0.000    0.000    0.000 enum.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 population.py:13(POPULATION)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_legacy_print_mode}
       51    0.000    0.000    0.000    0.000 numeric.py:1586(<listcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        2    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        3    0.000    0.000    0.000    0.000 {built-in method _graphviz.agattr_label}
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 simulation.py:121(Initialize_Evaluations)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
       12    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 ssl.py:631(SSLObject)
       14    0.000    0.000    0.000    0.000 __init__.py:962(<listcomp>)
       13    0.000    0.000    0.000    0.000 rcsetup.py:336(validate_color_or_auto)
        4    0.000    0.000    0.000    0.000 pyparsing.py:430(__setitem__)
       58    0.000    0.000    0.000    0.000 pyparsing.py:468(__bool__)
       44    0.000    0.000    0.000    0.000 pyparsing.py:3609(<genexpr>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4098(__str__)
       94    0.000    0.000    0.000    0.000 pyparsing.py:5043(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1510(LightSource)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1378(CirclePolygon)
       21    0.000    0.000    0.000    0.000 transforms.py:1705(_get_is_affine)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
        1    0.000    0.000    0.000    0.000 collections.py:1713(TriMesh)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1931(_get_output_canvas)
        3    0.000    0.000    0.000    0.000 legend_handler.py:210(__init__)
        4    0.000    0.000    0.000    0.000 figure.py:105(_entry_from_axes)
        2    0.000    0.000    0.000    0.000 figure.py:481(set_tight_layout)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        2    0.000    0.000    0.000    0.000 __init__.py:21(get_projection_class)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 constantsPassiveGame.py:3(<module>)
        1    0.000    0.000    0.000    0.000 synapses.py:8(SYNAPSES)
       38    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       39    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 os.py:803(fsencode)
        3    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 __init__.py:991(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(Manager)
        4    0.000    0.000    0.000    0.000 __init__.py:1605(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(__init__)
        3    0.000    0.000    0.000    0.000 linalg.py:103(get_linalg_error_extobj)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 inspect.py:2718(Signature)
        1    0.000    0.000    0.000    0.000 request.py:1663(URLopener)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:620(__setitem__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:470(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3250(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3269(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4488(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
       15    0.000    0.000    0.000    0.000 docstring.py:80(__init__)
       28    0.000    0.000    0.000    0.000 path.py:203(vertices)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 font_manager.py:516(FontProperties)
       24    0.000    0.000    0.000    0.000 dviread.py:156(<listcomp>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:48(LayoutBox)
       13    0.000    0.000    0.000    0.000 image.py:130(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:728(GraphicsContextBase)
       11    0.000    0.000    0.000    0.000 legend_handler.py:57(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:165(__contains__)
        6    0.000    0.000    0.000    0.000 axis.py:1388(get_major_ticks)
        2    0.000    0.000    0.000    0.000 axis.py:2092(get_view_interval)
        4    0.000    0.000    0.000    0.000 axis.py:2502(get_minpos)
        1    0.000    0.000    0.000    0.000 robot.py:74(Get_Hidden_Neuron_Tau)
       30    0.000    0.000    0.000    0.000 synapse.py:16(Get_Weight)
        1    0.000    0.000    0.000    0.000 neurons.py:91(Set_Hidden_Neuron_State)
       38    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       75    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       24    0.000    0.000    0.000    0.000 enum.py:607(value)
       19    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 pathlib.py:977(Path)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:70(matrix)
        1    0.000    0.000    0.000    0.000 polynomial.py:934(poly1d)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 core.py:6256(MaskedConstant)
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        1    0.000    0.000    0.000    0.000 pyrosim.py:291(send_camera)
        1    0.000    0.000    0.000    0.000 subprocess.py:844(__del__)
        1    0.000    0.000    0.000    0.000 visualization.py:16(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        7    0.000    0.000    0.000    0.000 __init__.py:904(<dictcomp>)
       22    0.000    0.000    0.000    0.000 __init__.py:912(<listcomp>)
        7    0.000    0.000    0.000    0.000 __init__.py:1876(_str_equal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:334(ParseResults)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3098(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5844(unicode_set)
